id,timestamp,source,rating,feedback_text,sentiment,category,issue_summary
1536,2024-02-03 18:30:00,survey_comment,,"I was charged twice for the same order, please refund the extra amount (order #687234)",negative,Billing,Customer was charged twice for an order and requests a refund.
1521,2024-01-11 00:48:17,app_store_review,2,Delivery person was rude and threw the bag on the floor (order #895338),negative,Delivery,Delivery person was rude and mishandled the order.
1572,2023-12-31 18:30:00,app_store_review,1,The invoice amount does not match what the app showed me Agent Priya was handling it.,negative,Billing,Invoice amount does not match the amount shown in the app.
1708,N/A,survey_comment,2,Customer care kept me on hold for 40 minutes then disconnected (order #890109),negative,Staff/Support,Customer care kept the user on hold and then disconnected.
1587,N/A,app_store_review,3,The map screen freezes and I cannot place an order (order #801534),negative,App Bug,"The map screen freezes, preventing order placement."
2035,2024-03-15 18:30:00,app_store_review,2,The store staff was friendly when I picked up my order (order #362352),positive,Staff/Support,Store staff was friendly during order pickup.
2471,2024-01-13 18:30:00,support_ticket,1,The store staff was friendly when I picked up my order (order #216155),positive,Staff/Support,Store staff was friendly during order pickup.
1903,2024-01-12 13:51:07,support_ticket,,DRIVER COULD NOT FIND MY BUILDING AND JUST CANCELLED - MY GROCERIES ORDER IN MUMBAI,negative,Delivery,Driver could not find the building and cancelled the order.
2468,N/A,support_ticket,1,Delivery person was rude and threw the bag on the floor (order #746326),negative,Delivery,Delivery person was rude and mishandled the order.
1142,2024-03-15 00:00:00,app_store_review,1,"Double deduction on my card for order, need this reversed asap Agent Anil was handling it.",negative,Billing,"Double deduction on card for an order, requesting reversal."
2490,2024-03-03 18:30:00,survey_comment,1,App stuck on loading screen for 5 minutes then closed - my sushi order in Mumbai,negative,App Bug,App got stuck on the loading screen and then closed.
2300,N/A,app_store_review,2,"  I was charged twice for the same order, please refund the extra amount (order #754489)   ",negative,Billing,Customer was charged twice for an order and requests a refund.
1074,2024-01-19 00:00:00,support_ticket,2,App stuck on loading screen for 5 minutes then closed (order #340044),negative,App Bug,App got stuck on the loading screen and then closed.
1025,2024-01-02 18:30:00,app_store_review,2,"  Double deduction on my card for order, need this reversed asap. This is the second time.   ",negative,Billing,"Double deduction on card for an order, requesting reversal."
2279,2024-01-02 00:00:00,survey_comment,5,"Five stars, the app is fantastic and reliable. This is the second time.!!!!",positive,Other,Positive feedback about the app being fantastic and reliable.
1666,N/A,support_ticket,3,GOT CHARGED FOR A SUBSCRIPTION I CANCELLED LAST MONTH (ORDER #694797),negative,Billing,Customer was charged for a subscription that was cancelled last month.
1471,2024-01-12 20:28:49,app_store_review,2,The map screen freezes and I cannot place an order. This is the third time.,negative,App Bug,"The map screen freezes, preventing order placement."
1792,2024-02-14 18:30:00,app_store_review,3,Waited two hours and the order was finally cancelled by the app (order #769900),negative,Delivery,Order was cancelled by the app after a two-hour wait.
1068,2024-03-19 18:30:00,app_store_review,1,COUPON SAVE50 DID NOT APPLY AT CHECKOUT AND I PAID FULL PRICE (ORDER #360247),negative,Billing,"Coupon did not apply at checkout, resulting in full price payment."
1399,2024-02-17 06:22:55,app_store_review,2,The support agent was very helpful and solved my issue quickly. This is the fourth time.,positive,Staff/Support,Support agent was very helpful and quickly resolved the issue.
2424,2024-03-01 18:30:00,support_ticket,,"Super easy to use and quick checkout, well done team - my milk order in Delhi",positive,Other,Positive feedback on the app's ease of use and quick checkout.
1674,2024-02-17 08:27:10,survey_comment,,Food was spilled all over the bag when it reached me (order #376002),negative,Delivery,Food was spilled inside the delivery bag upon arrival.
1506,2024-02-18 18:30:00,app_store_review,3,App stuck on loading screen for 5 minutes then closed. This is the second time.,negative,App Bug,App got stuck on the loading screen and then closed.
1793,2024-02-14 18:30:00,survey_comment,3,Coupon SAVE50 did not apply at checkout and I paid full price (order #243110),negative,Billing,"Coupon did not apply at checkout, resulting in full price payment."
1026,2024-03-21 18:30:00,support_ticket,1,Payment failed but money got deducted from my account. This is the first time.,negative,Billing,Payment failed but money was deducted from the account.
2370,2024-01-18 18:30:00,support_ticket,2,DRIVER COULD NOT FIND MY BUILDING AND JUST CANCELLED (ORDER #245967),negative,Delivery,Driver could not find the building and cancelled the order.
1778,2024-02-26 00:00:00,app_store_review,5,"Great experience overall, food always fresh (order #414021)",positive,Other,Positive feedback on overall great experience and fresh food.
2137,2024-02-14 00:00:00,survey_comment,,"Double deduction on my card for order, need this reversed asap - my pizza order in Delhi",negative,Billing,"Double deduction on card for an order, requesting reversal."
1063,N/A,app_store_review,5,"Great experience overall, food always fresh Agent Vikram was handling it.",positive,Other,Positive feedback on overall great experience and fresh food.
2003,2024-02-20 02:07:32,support_ticket,2,Food was spilled all over the bag when it reached me - my pizza order in Kolkata,negative,Delivery,Food was spilled inside the delivery bag upon arrival.
2361,N/A,survey_comment,,The support agent was very helpful and solved my issue quickly Agent Sana was handling it.,positive,Staff/Support,Support agent was very helpful and quickly resolved the issue.
1498,2024-02-12 18:30:00,app_store_review,5,"SUPER EASY TO USE AND QUICK CHECKOUT, WELL DONE TEAM (ORDER #624977)",positive,Other,Positive feedback on the app's ease of use and quick checkout.
1423,2024-02-15 18:30:00,support_ticket,2,The new version drains my battery so fast Agent Vikram was handling it.,negative,App Bug,The new app version drains battery quickly.
1816,2024-01-21 18:30:00,support_ticket,,"Love this app, ordering is so smooth and fast Agent Anil was handling it.",positive,Other,Positive feedback on the app's smooth and fast ordering process.
1898,20/01/2024,support_ticket,1,FOOD WAS SPILLED ALL OVER THE BAG WHEN IT REACHED ME (ORDER #652367),negative,Delivery,Food was spilled inside the delivery bag upon arrival.
1924,2024-03-20 11:29:49,app_store_review,3,The store staff was friendly when I picked up my order (order #625986),positive,Staff/Support,Store staff was friendly during order pickup.
2777,2024-01-26 18:30:00,support_ticket,1,Search bar shows no results even for items that exist (order #993590),negative,App Bug,Search bar shows no results for existing items.
1917,13/01/2024,survey_comment,2,"Items were missing from my delivery, got only half the order Agent Neha was handling it.",negative,Delivery,"Items were missing from the delivery, only half the order was received."
1397,2024-02-13 00:00:00,survey_comment,,Search bar shows no results even for items that exist (order #316818),negative,App Bug,Search bar shows no results for existing items.
1229,N/A,survey_comment,1,Driver could not find my building and just cancelled (order #389366),negative,Delivery,Driver could not find the building and cancelled the order.
1404,2024-01-19 18:30:00,survey_comment,1,"Cannot add address, the save button is greyed out!!!!",negative,App Bug,Unable to add address as the save button is greyed out.
1694,N/A,support_ticket,2,"  Cannot add address, the save button is greyed out (order #542372)   ",negative,App Bug,Unable to add address as the save button is greyed out.
2336,2024-03-23 00:00:00,support_ticket,3,The support agent was very helpful and solved my issue quickly. This is the third time.,positive,Staff/Support,Support agent was very helpful and quickly resolved the issue.
2337,2024-03-02 18:30:00,app_store_review,3,Customer care kept me on hold for 40 minutes then disconnected (order #615338),negative,Staff/Support,Customer care kept the user on hold and then disconnected.
1626,2024-01-01 18:30:00,app_store_review,3,"Items were missing from my delivery, got only half the order - my milk order in Chennai",negative,Delivery,"Items were missing from the delivery, only half the order was received."
2385,2024-03-03 18:30:00,support_ticket,2,Order marked delivered but nothing arrived at my place (order #585166),negative,Delivery,Order was marked delivered but did not arrive.
1550,2024-02-12 18:30:00,support_ticket,3,Waited two hours and the order was finally cancelled by the app Agent Meera was handling it.,negative,Delivery,Order was cancelled by the app after a two-hour wait.
1742,N/A,survey_comment,3,Waited two hours and the order was finally cancelled by the app Agent Rahul was handling it.,negative,Delivery,Order was cancelled by the app after a two-hour wait.
2032,2024-01-12 00:00:00,support_ticket,,"Double deduction on my card for order, need this reversed asap (order #745559)",negative,Billing,"Double deduction on card for an order, requesting reversal."
2142,2024-01-03 18:30:00,survey_comment,1,Coupon SAVE50 did not apply at checkout and I paid full price Agent Rahul was handling it.,negative,Billing,"Coupon did not apply at checkout, resulting in full price payment."
2376,2024-03-20 18:30:00,survey_comment,3,Waited two hours and the order was finally cancelled by the app (order #280793),negative,Delivery,Order was cancelled by the app after a two-hour wait.
1635,2024-01-22 18:30:00,survey_comment,,My order arrived almost an hour late and the food was cold (order #791442),negative,Delivery,Order arrived late and the food was cold.
1755,2024-02-09 18:30:00,support_ticket,1,The new version drains my battery so fast (order #810477),negative,App Bug,The new app version drains battery quickly.
2302,22/01/2024,support_ticket,,"Five stars, the app is fantastic and reliable (order #395322)",positive,Other,Positive feedback about the app being fantastic and reliable.
1945,2024-04-01 18:30:00,survey_comment,,"Love this app, ordering is so smooth and fast (order #117224)",positive,Other,Positive feedback on the app's smooth and fast ordering process.
2807,N/A,survey_comment,1,the invoice amount does not match what the app showed me agent sana was handling it.,negative,Billing,Invoice amount does not match the amount shown in the app.
2470,2024-03-02 18:30:00,support_ticket,3,App keeps crashing every time I open the cart (order #362139),negative,App Bug,App keeps crashing when opening the cart.
1881,2024-03-13 18:30:00,app_store_review,2,Customer care kept me on hold for 40 minutes then disconnected (order #546772),negative,Staff/Support,Customer care kept the user on hold and then disconnected.
2804,2024-01-05 18:30:00,survey_comment,2,waited two hours and the order was finally cancelled by the app. this is the first time.,negative,Delivery,Order was cancelled by the app after a two-hour wait.
1701,2024-02-16 00:00:00,support_ticket,1,"Items were missing from my delivery, got only half the order (order #735173)",negative,Delivery,"Items were missing from the delivery, only half the order was received."
1981,2024-03-15 18:30:00,support_ticket,1,"I was charged twice fooor the same order, please refund the extra amount",negative,Billing,Customer was charged twice for an order and requests a refund.
2481,2024-01-19 14:55:42,support_ticket,,The map screen freezes and I cannot place an order Agent Neha was handling it.,negative,App Bug,"The map screen freezes, preventing order placement."
2083,2024-02-01 18:30:00,survey_comment,2,Coupon SAVE50 did not apply at checkout and I paid full price (order #762233),negative,Billing,"Coupon did not apply at checkout, resulting in full price payment."
1228,2024-02-21 18:30:00,app_store_review,2,Driver could not find my building and just cancelled Agent Meera was handling it.,negative,Delivery,Driver could not find the building and cancelled the order.
1302,2024-02-05 17:34:15,app_store_review,1,NOBODY FROM SUPPORT REPLIED TO MY THREE EMAILS (ORDER #693022),negative,Staff/Support,Support did not reply to multiple emails.
2308,19/01/2024,support_ticket,2,App keeps crashing every time I open the cart (order #307324),negative,App Bug,App keeps crashing when opening the cart.
1337,N/A,support_ticket,2,"Items were missing from my delivery, got only half the order - my pizza order in Pune",negative,Delivery,"Items were missing from the delivery, only half the order was received."
1837,2024-02-02 18:30:00,app_store_review,3,Delivery person was rude and threw the bag on the floor (order #797670),negative,Delivery,Delivery person was rude and mishandled the order.
1914,2024-03-23 18:30:00,survey_comment,2,Thank you to the agent Priya who handled my complaint so well (order #291285),positive,Staff/Support,Agent Priya handled the complaint well.
1560,2024-03-02 06:47:09,app_store_review,4,"Super easy to use and quick checkout, well done team (order #621877)!!!!",positive,Other,Positive feedback on the app's ease of use and quick checkout.
1028,2024-01-11 18:30:00,app_store_review,2,Driver could not find my building and just cancelled (order #323508),negative,Delivery,Driver could not find the building and cancelled the order.
1910,2024-01-15 21:33:58,app_store_review,2,Got charged for a subscription I cancelled last month (order #991913),negative,Billing,Customer was charged for a subscription that was cancelled last month.
2184,2024-02-01 08:20:24,survey_comment,5,"Best delivery service in my city, never had an issue (order #851485)",positive,Other,Positive feedback on the best delivery service with no issues.
1163,2024-01-05 16:09:46,survey_comment,2,The map screen freezes and I cannot place an order. This is the second time.,negative,App Bug,"The map screen freezes, preventing order placement."
1402,2024-01-05 18:30:00,support_ticket,2,THE NEW VERSION DRAINS MY BATTERY SO FAST (ORDER #145240),negative,App Bug,The new app version drains battery quickly.
1262,2024-03-21 00:00:00,survey_comment,2,App stuck on loading screen for 5 minutes then closed (order #911032),negative,App Bug,App got stuck on the loading screen and then closed.
2145,N/A,survey_comment,,Notifications stopped working after the update (order #335745),negative,App Bug,Notifications stopped working after the app update.
1812,2024-03-13 14:00:04,support_ticket,,"Items were missing from my delivery, got only half the order (order #586173)",negative,Delivery,"Items were missing from the delivery, only half the order was received."
2763,2024-02-18 18:30:00,survey_comment,1,Order marked delivered but nothing arrived at my place (order #827774),negative,Delivery,Order was marked delivered but did not arrive.
2100,2024-01-03 18:30:00,app_store_review,2,The support agent was very helpful and solved my issue quickly Agent Sana was handling it.!!!!,positive,Staff/Support,Support agent was very helpful and quickly resolved the issue.
1123,15/03/2024,support_ticket,2,"I was charged twice for the same order, please refund the extra amount!!!!",negative,Billing,Customer was charged twice for an order and requests a refund.
1796,21/03/2024,app_store_review,2,Payment failed but money got deducted from my account - my pizza order in Kolkata,negative,Billing,Payment failed but money was deducted from the account.
2093,N/A,support_ticket,1,Driver could not find my building and just cancelled (order #558858),negative,Delivery,Driver could not find the building and cancelled the order.
1515,2024-01-03 03:23:01,app_store_review,,Chat support gave me copy paste answers that did not help,negative,Staff/Support,Chat support provided unhelpful copy-paste answers.
2031,2024-02-12 18:30:00,survey_comment,1,Thank you to the agent Priya who handled my complaint so well Agent Priya was handling it.,positive,Staff/Support,Agent Priya handled the complaint well.
1190,2024-03-01 18:30:00,app_store_review,5,"Great experience overall, food always fresh - my pizza order in Bangalore",positive,Other,Positive feedback on overall great experience and fresh food.
1213,2024-01-17 00:00:00,support_ticket,1,"Double deduction on my card for order, need this reversed asap (order #668471)",negative,Billing,"Double deduction on card for an order, requesting reversal."
1057,2024-01-20 13:20:02,survey_comment,3,The store staff was friendly when I picked up my order (order #831059),positive,Staff/Support,Store staff was friendly during order pickup.
1800,2024-01-06 00:00:00,app_store_review,,FOOD WAS SPILLED ALL OVER THE BAG WHEN IT REACHED ME (ORDER #324164),negative,Delivery,Food was spilled inside the delivery bag upon arrival.
2256,2024-01-17 18:30:00,support_ticket,1,Driver could not find my building and just cancelled. This is the first time.,negative,Delivery,Driver could not find the building and cancelled the order.
1276,2024-03-17 18:30:00,app_store_review,1,Got charged for a subscription I cancelled last month - my biryani order in Mumbai,negative,Billing,Customer was charged for a subscription that was cancelled last month.
1971,2024-02-03 18:30:00,support_ticket,3,Thank you to the agent Priya who handled my complaint so well (order #576663),positive,Staff/Support,Agent Priya handled the complaint well.
2422,2024-03-19 12:26:57,survey_comment,,Order marked delivered but nothing arrived at my place. This is the third time.,negative,Delivery,Order was marked delivered but did not arrive.
1980,21/01/2024,survey_comment,2,The invoice amount does not match what the app showed me (order #422066),negative,Billing,Invoice amount does not match the amount shown in the app.
1877,2024-01-15 18:30:00,survey_comment,,Notifications stopped working after the update - my pizza order in Hyderabad,negative,App Bug,Notifications stopped working after the app update.
1926,2024-05-01 18:30:00,app_store_review,1,CUSTOMER CARE KEPT ME ON HOLD FOR 40 MINUTES THEN DISCONNECTED. THIS IS THE FOURTH TIME.,negative,Staff/Support,Customer care kept the user on hold and then disconnected.
1371,2024-03-23 18:30:00,survey_comment,5,"Love this app, ordering is so smooth and fast - my sushi order in Pune",positive,Other,Positive feedback on the app's smooth and fast ordering process.
1312,2024-03-07 18:30:00,survey_comment,2,The support agent was very helpful and solved my issue quickly Agent Neha was handling it.,positive,Staff/Support,Support agent was very helpful and quickly resolved the issue.
1359,2024-02-02 18:30:00,survey_comment,1,"CANNOT ADD ADDRESS, THE SAVE BUTTON IS GREYED OUT AGENT PRIYA WAS HANDLING IT.",negative,App Bug,Unable to add address as the save button is greyed out.
1243,2024-02-22 18:30:00,app_store_review,3,Driver could not find my building and just cancelled - my sushi order in Delhi!!!!,negative,Delivery,Driver could not find the building and cancelled the order.
1329,2024-03-08 18:30:00,support_ticket,5,"Super easy to use and quick checkout, well done team (order #389913)",positive,Other,Positive feedback on the app's ease of use and quick checkout.
2383,2024-01-09 18:30:00,app_store_review,,Customer care kept me on hold for 40 minutes then disconnected - my milk order in Mumbai,negative,Staff/Support,Customer care kept the user on hold and then disconnected.
1019,N/A,app_store_review,3,Delivery person was rude and threw the bag on the floor Agent Meera was handling it.,negative,Delivery,Delivery person was rude and mishandled the order.
1711,2024-01-31 18:30:00,survey_comment,,Coupon SAVE50 did not apply at checkout and I paid full price - my fruits order in Chennai,negative,Billing,"Coupon did not apply at checkout, resulting in full price payment."
1685,2024-02-16 18:30:00,app_store_review,4,"Five stars, the app is fantastic and reliable (order #761322)",positive,Other,Positive feedback about the app being fantastic and reliable.
1813,2024-02-16 07:55:47,app_store_review,5,"  Best delivery service in my city, never had an issue (order #298837)   ",positive,Other,Positive feedback on the best delivery service with no issues.
1223,2024-03-11 14:08:25,support_ticket,4,"Great experience overall, food always fresh (order #558320)",positive,Other,Positive feedback on overall great experience and fresh food.
1111,14/02/2024,app_store_review,2,Nobody from support replied to my three emails Agent Meera was handling it.,negative,Staff/Support,Support did not reply to multiple emails.
1378,2024-01-07 18:30:00,support_ticket,2,Thank you to the agent Priya who handled my complaint so well (order #773462),positive,Staff/Support,Agent Priya handled the complaint well.
2298,2024-02-12 00:00:00,app_store_review,2,Thank you to the agent Priya who handled my complaint so well (order #718998),positive,Staff/Support,Agent Priya handled the complaint well.
1394,2024-03-24 18:30:00,app_store_review,2,"Cannot add address, the save button is greyed out Agent Anil was handling it.",negative,App Bug,Unable to add address as the save button is greyed out.
1654,2024-03-27 20:01:34,survey_comment,,The map screen freezes and I cannot place an order (order #387883),negative,App Bug,"The map screen freezes, preventing order placement."
1632,2024-03-15 18:41:24,support_ticket,1,Login button does nothing on the latest update (order #873637),negative,App Bug,Login button is unresponsive after the latest update.
1923,2024-01-20 18:30:00,survey_comment,1,The support agent was very helpful and solved my issue quickly (order #258898),positive,Staff/Support,Support agent was very helpful and quickly resolved the issue.
1060,2024-03-19 00:00:00,app_store_review,,"Love this app, ordering is so smooth and fast (order #572700)",positive,Other,Positive feedback on the app's smooth and fast ordering process.
2101,2024-01-25 18:30:00,support_ticket,1,Nooobody from support replied to my three emails. This is the fourth time.,negative,Staff/Support,Support did not reply to multiple emails.
1908,2024-03-19 18:30:00,app_store_review,,"Great experience overall, food always fresh - my thali order in Hyderabad",positive,Other,Positive feedback on overall great experience and fresh food.
1746,2024-03-21 18:30:00,support_ticket,2,Delivery person was rude and threw the bag on the floor. This is the fourth time.!!!!,negative,Delivery,Delivery person was rude and mishandled the order.
1645,2024-03-15 00:00:00,survey_comment,2,Chat support gave me copy paste answers that did not help (order #521843),negative,Staff/Support,Chat support provided unhelpful copy-paste answers.
1637,2024-01-10 18:30:00,app_store_review,,Coupon SAVE50 did not apply at checkout and I paid full price - my thali order in Delhi,negative,Billing,"Coupon did not apply at checkout, resulting in full price payment."
1030,2024-03-21 18:30:00,support_ticket,2,Delivery person was rude and threw the bag on the floor (order #320861),negative,Delivery,Delivery person was rude and mishandled the order.
2801,2024-02-24 18:30:00,app_store_review,1,Why is there a service fee I never agreed to on my bill. This is the fourth time..,negative,Billing,Unagreed service fee appeared on the bill.
1670,N/A,app_store_review,2,Food was spilled all over the bag when it reached me Agent Sana was handling it.,negative,Delivery,Food was spilled inside the delivery bag upon arrival.
1841,2024-03-23 06:36:08,survey_comment,5,"Super easy to use and quick checkout, well done team (order #862057)",positive,Other,Positive feedback on the app's ease of use and quick checkout.
2019,2024-02-05 18:30:00,support_ticket,1,"My refund still hasn't come after 10 days, this is ridiculous - my milk order in Delhi",negative,Billing,Refund has not been processed after 10 days.
1891,2024-01-17 18:30:00,app_store_review,4,"Great experience overall, food always fresh Agent Rahul was handling it.!!!!",positive,Other,Positive feedback on overall great experience and fresh food.
2398,2024-02-11 18:30:00,support_ticket,,The invoooice amount does not match what the app showed me (order #523631),negative,Billing,Invoice amount does not match the amount shown in the app.
1097,2024-02-21 18:30:00,support_ticket,3,Driver could not find my building and just cancelled (order #336574),negative,Delivery,Driver could not find the building and cancelled the order.
1367,2024-03-22 18:30:00,support_ticket,5,"Best delivery service in my city, never had an issue - my fruits order in Kolkata",positive,Other,Positive feedback on the best delivery service with no issues.
2189,2024-01-25 17:15:47,app_store_review,2,App stuck on loading screen for 5 minutes then closed. This is the third time.,negative,App Bug,App got stuck on the loading screen and then closed.
1612,2024-03-19 18:30:00,app_store_review,1,"Package was left at the wrong door, I never received it (order #901865)",negative,Delivery,Package was left at the wrong door and never received.
1617,27/01/2024,app_store_review,5,"Super easy to use and quick checkout, well done team - my biryani order in Pune",positive,Other,Positive feedback on the app's ease of use and quick checkout.
2334,2024-01-08 00:00:00,support_ticket,5,"Best delivery service in my city, never had an issue - my groceries order in Kolkata",positive,Other,Positive feedback on the best delivery service with no issues.
2217,N/A,survey_comment,2,"Cannot add address, the save button is greyed out (order #392872)",negative,App Bug,Unable to add address as the save button is greyed out.
1051,2024-01-24 00:00:00,app_store_review,1,The new version drains my battery so fast - my thali order in Bangalore,negative,App Bug,The new app version drains battery quickly.
1016,2024-03-06 18:30:00,app_store_review,,"Best delivery service in my city, never had an issue Agent Anil was handling it.",positive,Other,Positive feedback on the best delivery service with no issues.
1995,2024-03-15 18:30:00,survey_comment,1,"Double deduction on my card for order, need this reversed asap. This is the third time.",negative,Billing,"Double deduction on card for an order, requesting reversal."
1777,2024-02-27 18:30:00,survey_comment,3,Notifications stopped working after the update (order #881410),negative,App Bug,Notifications stopped working after the app update.
1763,2024-02-08 18:19:52,survey_comment,2,App keeps crashing every time I open the cart. This is the second time.,negative,App Bug,App keeps crashing when opening the cart.
2187,2024-04-01 18:30:00,app_store_review,,Got charged for a subscription I cancelled last month (order #487395),negative,Billing,Customer was charged for a subscription that was cancelled last month.
2055,2024-01-22 18:30:00,app_store_review,1,Notifications stopped working after the update (order #430108),negative,App Bug,Notifications stopped working after the app update.
1205,2024-02-04 18:30:00,survey_comment,3,"Cannot add address, the save button is greyed out (order #336290)",negative,App Bug,Unable to add address as the save button is greyed out.
1258,2024-03-04 18:30:00,support_ticket,3,Why is there a service fee I never agreed tooo on my bill - my pizza order in Hyderabad,negative,Billing,Unagreed service fee appeared on the bill.
2327,2024-01-10 00:00:00,app_store_review,2,Chat support gave me copy paste answers that did not help Agent Meera was handling it.,negative,Staff/Support,Chat support provided unhelpful copy-paste answers.
2453,2024-01-25 20:40:09,support_ticket,2,"Package was left at the wrong door, I never received it. This is the third time.",negative,Delivery,Package was left at the wrong door and never received.
1809,2024-01-09 18:30:00,support_ticket,1,Search bar shows no results even for items that exist (order #181961),negative,App Bug,Search bar shows no results for existing items.
2138,2024-03-02 00:00:00,survey_comment,3,App stuck on loading screen for 5 minutes then closed - my pizza order in Hyderabad,negative,App Bug,App got stuck on the loading screen and then closed.
2102,14/03/2024,support_ticket,1,App keeps crashing every time I open the cart - my pizza order in Mumbai,negative,App Bug,App keeps crashing when opening the cart.
2492,2024-02-04 18:30:00,app_store_review,4,"Super easy to use and quick checkout, well done team (order #901549)!!!!",positive,Other,Positive feedback on the app's ease of use and quick checkout.
1866,2024-03-13 18:30:00,survey_comment,3,Driver could not find my building and just cancelled - my burger order in Kolkata,negative,Delivery,Driver could not find the building and cancelled the order.
1972,2024-01-07 20:42:46,survey_comment,,"Best delivery service in my city, never had an issue (order #438542)",positive,Other,Positive feedback on the best delivery service with no issues.
1145,2024-03-03 00:00:00,app_store_review,3,Order marked delivered but nooothing arrived at my place (order #536802),negative,Delivery,Order was marked delivered but did not arrive.
1233,2024-02-21 18:30:00,app_store_review,1,"Package was left at the wrong door, I never received it - my fruits order in Kolkata",negative,Delivery,Package was left at the wrong door and never received.
1092,2024-02-12 21:45:24,survey_comment,2,The new version drains my battery so fast Agent Arjun was handling it.,negative,App Bug,The new app version drains battery quickly.
2423,2024-03-16 18:30:00,support_ticket,2,Nobody from support replied to my three emails (order #815084),negative,Staff/Support,Support did not reply to multiple emails.
1979,2024-03-27 18:30:00,support_ticket,1,Why is there a service fee I never agreed to on my bill (order #481308),negative,Billing,Unagreed service fee appeared on the bill.
2408,N/A,survey_comment,1,Payment failed but money got deducted from my account (order #735448),negative,Billing,Payment failed but money was deducted from the account.
1120,2024-01-09 18:30:00,app_store_review,2,The support agent was very helpful and solved my issue quickly (order #728437),positive,Staff/Support,Support agent was very helpful and quickly resolved the issue.
1370,2024-02-21 18:30:00,support_ticket,,"I was charged twice for the same order, please refund the extra amount (order #886626)",negative,Billing,Customer was charged twice for an order and requests a refund.
2480,2024-03-25 00:00:00,app_store_review,3,My order arrived almost an hour late and the food was cold (order #120520),negative,Delivery,Order arrived late and the food was cold.
1277,2024-03-17 00:00:00,app_store_review,1,Notifications stopped working after the update (order #181670),negative,App Bug,Notifications stopped working after the app update.
1227,2024-03-20 00:00:00,app_store_review,1,Food was spilled all over the bag when it reached me (order #193972),negative,Delivery,Food was spilled inside the delivery bag upon arrival.
1101,2024-02-04 00:00:00,survey_comment,3,Food was spilled all over the bag when it reached me. This is the second time.,negative,Delivery,Food was spilled inside the delivery bag upon arrival.
2205,2024-03-05 18:30:00,support_ticket,2,Coupon SAVE50 did not apply at checkout and I paid full price Agent Vikram was handling it.,negative,Billing,"Coupon did not apply at checkout, resulting in full price payment."
1697,2024-09-02 18:30:00,app_store_review,4,"Five stars, the app is fantastic and reliable (order #704402)",positive,Other,Positive feedback about the app being fantastic and reliable.
1185,2024-01-27 18:30:00,support_ticket,3,The support agent was very helpful and solved my issue quickly Agent Meera was handling it.,positive,Staff/Support,Support agent was very helpful and quickly resolved the issue.
2411,2024-01-06 18:30:00,app_store_review,1,Thank you to the agent Priya who handled my complaint so well - my fruits order in Bangalore,positive,Staff/Support,Agent Priya handled the complaint well.
1781,2024-02-01 16:23:22,support_ticket,3,Why is there a service fee I never agreed to on my bill. This is the second time.,negative,Billing,Unagreed service fee appeared on the bill.
2038,2024-02-25 00:00:00,app_store_review,3,"Items were missing from my delivery, got only half the order (order #346525)",negative,Delivery,"Items were missing from the delivery, only half the order was received."
1902,2024-01-12 18:30:00,survey_comment,1,Food was spilled all over the bag when it reached me (order #335208),negative,Delivery,Food was spilled inside the delivery bag upon arrival.
2267,2024-02-27 18:30:00,survey_comment,3,Coupon SAVE50 did not apply at checkout and I paid full price - my milk order in Delhi,negative,Billing,"Coupon did not apply at checkout, resulting in full price payment."
2359,2024-01-09 18:30:00,support_ticket,1,"My refund still hasn't come after 10 days, this is ridiculous Agent Sana was handling it.",negative,Billing,Refund has not been processed after 10 days.
1865,2024-01-25 18:30:00,app_store_review,1,App keeps crashing every time I open the cart (order #399736),negative,App Bug,App keeps crashing when opening the cart.
2119,2024-03-26 18:30:00,app_store_review,2,Delivery person was rude and threw the bag on the floor (order #833640),negative,Delivery,Delivery person was rude and mishandled the order.
1543,2024-02-16 11:27:30,app_store_review,1,Nobody from support replied to my three emails - my pizza order in Bangalore,negative,Staff/Support,Support did not reply to multiple emails.
2284,2024-01-12 18:30:00,app_store_review,5,"Best delivery service in my city, never had an issue (order #530305)",positive,Other,Positive feedback on the best delivery service with no issues.
1379,2024-03-16 18:30:00,survey_comment,,Delivery person was rude and threw the bag on the floor (order #641975),negative,Delivery,Delivery person was rude and mishandled the order.
2275,2024-01-15 18:30:00,support_ticket,1,Waited two hours and the order was finally cancelled by the app (order #643398),negative,Delivery,Order was cancelled by the app after a two-hour wait.
1669,2024-02-27 18:30:00,survey_comment,2,"  Package was left at the wrong door, I never received it - my sushi order in Pune   ",negative,Delivery,Package was left at the wrong door and never received.
1464,18/03/2024,survey_comment,5,"Five stars, the app is fantastic and reliable - my burger order in Delhi",positive,Other,Positive feedback about the app being fantastic and reliable.
2059,2024-02-29 18:30:00,app_store_review,,"Super easy to use and quick checkout, well done team Agent Anil was handling it.",positive,Other,Positive feedback on the app's ease of use and quick checkout.
1848,2024-03-20 18:30:00,support_ticket,,"Looove this app, ordering is so smooth and fast",positive,Other,Positive feedback on the app's smooth and fast ordering process.
1164,2024-01-21 00:00:00,app_store_review,,"I was charged twice for the same order, please refund the extra amount (order #772612)",negative,Billing,Customer was charged twice for an order and requests a refund.
1298,2024-02-05 18:30:00,support_ticket,3,MY ORDER ARRIVED ALMOST AN HOUR LATE AND THE FOOD WAS COLD - MY BURGER ORDER IN KOLKATA,negative,Delivery,Order arrived late and the food was cold.
